Player,Game,Date,PA,AB,HR,SB,CS,BA,OBP,SLG
Alex Rodriguez,30,May 3,5,5,0,0,0,0.318,0.359,0.652
Alex Rodriguez,31,May 5,5,5,1,0,0,0.314,0.354,0.657
Alex Rodriguez,32,May 6,5,5,0,0,0,0.303,0.342,0.634
Alex Rodriguez,33,May 7,5,5,0,0,0,0.299,0.338,0.619
Alex Rodriguez,34,May 8,4,4,0,0,0,0.291,0.329,0.603
Alex Rodriguez,35,May 9,5,5,0,1,0,0.295,0.331,0.596
Alex Rodriguez,36,May 10,4,4,1,0,0,0.294,0.329,0.606
Alex Rodriguez,37,May 12,4,4,1,0,0,0.293,0.328,0.616
Alex Rodriguez,38,May 13,4,4,0,0,0,0.292,0.326,0.607
Alex Rodriguez,39,May 14,5,5,0,0,0,0.295,0.328,0.601
Alex Rodriguez,40,May 15,4,4,0,0,0,0.288,0.321,0.588
Alex Rodriguez,41,May 16,4,3,2,1,0,0.294,0.33,0.622
Alex Rodriguez,42,May 17,5,3,1,0,0,0.301,0.342,0.639
Alex Rodriguez,43,May 18,5,4,0,0,1,0.305,0.348,0.647
Alex Rodriguez,44,May 19,4,3,0,0,0,0.305,0.351,0.642
Alex Rodriguez,45,May 20,5,4,2,0,0,0.314,0.362,0.68
Alex Rodriguez,46,May 21,5,4,0,0,0,0.313,0.363,0.672
Alex Rodriguez,47,May 22,4,4,0,0,0,0.312,0.361,0.663
Alex Rodriguez,48,May 23,5,5,0,0,0,0.309,0.357,0.652
Alex Rodriguez,49,May 24,4,3,0,0,0,0.31,0.36,0.648
Alex Rodriguez,50,May 25,5,5,1,0,0,0.312,0.361,0.656
Alex Rodriguez,51,May 26,4,4,0,0,0,0.311,0.359,0.648
Alex Rodriguez,52,May 28,5,5,1,1,0,0.313,0.36,0.656
Alex Rodriguez,53,May 29,5,5,0,0,0,0.31,0.356,0.646
Alex Rodriguez,54,May 30,4,2,0,2,0,0.307,0.359,0.641
Alex Rodriguez,55,May 31,6,5,0,0,0,0.301,0.354,0.627
Alex Rodriguez,56,Jun 1,5,2,0,0,0,0.298,0.359,0.622
Alex Rodriguez,57,Jun 2,5,5,1,0,0,0.3,0.36,0.63
Alex Rodriguez,58,Jun 3,5,4,0,0,0,0.296,0.357,0.619
Alex Rodriguez,59,Jun 4,4,3,0,1,0,0.292,0.355,0.612
Alex Rodriguez,60,Jun 5,4,4,0,0,0,0.287,0.35,0.602
Alex Rodriguez,61,Jun 6,5,5,0,0,0,0.286,0.347,0.595
Alex Rodriguez,62,Jun 7,5,5,0,1,0,0.288,0.348,0.591
Alex Rodriguez,63,Jun 8,4,3,0,1,1,0.292,0.354,0.592
Alex Rodriguez,64,Jun 9,5,5,1,0,0,0.298,0.358,0.603
Alex Rodriguez,65,Jun 10,5,3,0,1,1,0.302,0.365,0.604
Alex Rodriguez,66,Jun 11,4,4,0,0,0,0.305,0.367,0.606
Alex Rodriguez,67,Jun 12,5,5,1,0,0,0.303,0.364,0.609
Alex Rodriguez,68,Jun 13,4,3,0,0,0,0.3,0.363,0.603
Alex Rodriguez,69,Jun 14,5,5,1,0,0,0.298,0.36,0.606
Alex Rodriguez,70,Jun 16,4,4,0,1,0,0.297,0.359,0.601
Alex Rodriguez,71,Jun 17,4,4,0,0,0,0.297,0.358,0.597
Alex Rodriguez,72,Jun 18,4,4,0,0,0,0.296,0.356,0.592
Alex Rodriguez,73,Jun 19,5,5,1,1,0,0.298,0.357,0.599
Alex Rodriguez,74,Jun 20,4,4,0,1,0,0.297,0.356,0.594
Alex Rodriguez,75,Jun 21,5,5,0,1,1,0.305,0.362,0.597
Alex Rodriguez,76,Jun 22,5,5,1,0,0,0.31,0.365,0.61
Alex Rodriguez,77,Jun 23,5,5,0,0,0,0.311,0.366,0.607
Alex Rodriguez,78,Jun 24,5,5,0,3,0,0.315,0.369,0.607
Alex Rodriguez,79,Jun 25,4,4,0,0,0,0.318,0.371,0.608
Alex Rodriguez,80,Jun 26,5,5,0,0,0,0.316,0.368,0.602
Alex Rodriguez,81,Jun 27,5,5,1,1,0,0.317,0.369,0.608
Alex Rodriguez,82,Jun 28,4,3,0,0,1,0.314,0.367,0.603
Alex Rodriguez,83,Jun 30,5,5,0,0,0,0.31,0.363,0.594
Alex Rodriguez,84,Jul 1,5,5,0,1,0,0.311,0.363,0.592
Alex Rodriguez,85,Jul 2,5,5,0,0,0,0.31,0.361,0.586
Alex Rodriguez,86,Jul 3,5,4,0,0,0,0.312,0.362,0.588
Alex Rodriguez,87,Jul 4,3,3,0,0,0,0.312,0.361,0.586
Alex Rodriguez,88,Jul 5,5,5,0,1,0,0.31,0.359,0.581
Alex Rodriguez,89,Jul 9,5,4,0,0,0,0.312,0.362,0.585
Alex Rodriguez,90,Jul 10,6,5,0,0,0,0.308,0.36,0.578
Alex Rodriguez,91,Jul 11,4,3,0,0,0,0.306,0.358,0.573
Alex Rodriguez,92,Jul 12,5,3,0,0,0,0.304,0.355,0.569
Alex Rodriguez,93,Jul 13,5,4,0,0,0,0.306,0.358,0.571
Alex Rodriguez,94,Jul 14,4,4,0,0,0,0.305,0.357,0.568
Alex Rodriguez,95,Jul 15,4,4,0,0,0,0.302,0.354,0.562
Alex Rodriguez,96,Jul 16,4,3,0,2,0,0.3,0.353,0.558
Alex Rodriguez,97,Jul 17,6,6,1,0,0,0.305,0.357,0.567
Alex Rodriguez,98,Jul 18,6,5,1,0,0,0.304,0.357,0.569
Alex Rodriguez,99,Jul 19,5,3,1,0,1,0.304,0.359,0.575
Alex Rodriguez,100,Jul 21,5,5,0,0,0,0.3,0.355,0.568
Alex Rodriguez,101,Jul 22,5,5,1,0,0,0.302,0.356,0.573
Alex Rodriguez,102,Jul 24,4,4,0,0,0,0.301,0.355,0.57
Alex Rodriguez,103,Jul 25,4,4,0,0,0,0.298,0.352,0.565
Alex Rodriguez,104,Jul 26,6,6,0,2,0,0.297,0.35,0.562
Alex Rodriguez,105,Jul 28,4,4,0,0,0,0.294,0.347,0.557
Alex Rodriguez,106,Jul 29,5,5,0,0,0,0.293,0.345,0.553
Alex Rodriguez,107,Jul 30,9,8,0,2,0,0.294,0.347,0.55
Alex Rodriguez,108,Jul 31,4,4,1,0,0,0.294,0.346,0.554
Alex Rodriguez,109,Aug 1,4,3,1,0,0,0.296,0.35,0.561
Alex Rodriguez,110,Aug 2,4,4,0,0,0,0.298,0.351,0.562
Alex Rodriguez,111,Aug 3,4,4,0,0,0,0.298,0.35,0.56
Alex Rodriguez,112,Aug 4,4,3,0,1,0,0.296,0.349,0.556
Alex Rodriguez,113,Aug 7 (1),5,4,0,0,1,0.298,0.352,0.558
Alex Rodriguez,114,Aug 7 (2),5,5,1,0,0,0.301,0.354,0.566
Alex Rodriguez,115,Aug 8,5,4,0,1,0,0.302,0.356,0.57
Alex Rodriguez,116,Aug 9,5,3,1,1,0,0.304,0.36,0.577
Alex Rodriguez,117,Aug 11,5,4,0,1,0,0.304,0.361,0.574
Alex Rodriguez,118,Aug 12,5,5,1,1,0,0.305,0.361,0.578
Alex Rodriguez,119,Aug 14,4,4,0,0,0,0.305,0.36,0.576
Alex Rodriguez,120,Aug 15,6,6,0,0,0,0.305,0.36,0.577
Alex Rodriguez,121,Aug 16,4,4,0,1,1,0.304,0.359,0.574
Alex Rodriguez,122,Aug 17,4,4,0,0,0,0.304,0.358,0.572
Alex Rodriguez,123,Aug 18,5,5,0,1,0,0.311,0.364,0.58
Alex Rodriguez,124,Aug 19,3,3,0,0,0,0.311,0.364,0.578
Alex Rodriguez,125,Aug 20,4,4,0,0,0,0.308,0.361,0.574
Alex Rodriguez,126,Aug 21,4,3,0,0,0,0.307,0.361,0.571
Alex Rodriguez,127,Aug 22,6,6,0,0,1,0.307,0.36,0.568
Alex Rodriguez,128,Aug 23,3,3,0,0,0,0.305,0.358,0.565
Alex Rodriguez,129,Aug 24,5,5,0,0,0,0.31,0.362,0.569
Alex Rodriguez,130,Aug 25,5,5,0,1,0,0.309,0.361,0.567
Alex Rodriguez,131,Aug 26,4,4,0,0,0,0.308,0.36,0.567
Alex Rodriguez,132,Aug 27,5,5,1,0,0,0.307,0.359,0.569
Alex Rodriguez,133,Aug 28,3,3,0,0,0,0.306,0.357,0.566
Alex Rodriguez,134,Aug 29,5,5,1,0,0,0.305,0.356,0.568
Alex Rodriguez,135,Aug 30,6,6,0,0,0,0.307,0.357,0.569
Alex Rodriguez,136,Aug 31,4,4,0,0,0,0.305,0.355,0.565
Alex Rodriguez,137,Sep 1,5,5,0,0,0,0.304,0.354,0.562
Alex Rodriguez,138,Sep 2,5,4,0,1,0,0.305,0.356,0.563
Alex Rodriguez,139,Sep 4,4,2,0,0,0,0.304,0.356,0.561
Alex Rodriguez,140,Sep 5,5,5,0,1,0,0.307,0.358,0.563
Alex Rodriguez,141,Sep 6,4,4,0,0,0,0.305,0.356,0.56
Alex Rodriguez,142,Sep 7,5,4,1,0,0,0.304,0.356,0.563
Alex Rodriguez,143,Sep 8,4,4,0,0,0,0.302,0.354,0.559
Alex Rodriguez,144,Sep 9,4,4,0,1,0,0.304,0.355,0.558
Alex Rodriguez,145,Sep 11 (1),5,5,0,0,0,0.303,0.354,0.556
Alex Rodriguez,146,Sep 11 (2),4,4,0,0,0,0.304,0.355,0.557
Alex Rodriguez,147,Sep 12,4,4,0,1,0,0.305,0.356,0.556
Alex Rodriguez,148,Sep 14,5,4,0,0,0,0.305,0.355,0.555
Alex Rodriguez,149,Sep 15,6,5,0,1,0,0.307,0.357,0.555
Alex Rodriguez,150,Sep 16,4,4,0,0,1,0.305,0.355,0.551
Alex Rodriguez,151,Sep 17,5,5,0,0,0,0.308,0.357,0.553
Alex Rodriguez,152,Sep 18,6,6,0,0,0,0.306,0.355,0.551
Alex Rodriguez,153,Sep 19,4,4,1,0,0,0.309,0.358,0.557
Alex Rodriguez,154,Sep 20,5,5,0,0,0,0.31,0.358,0.557
Alex Rodriguez,155,Sep 21,4,4,0,0,0,0.311,0.359,0.559
Alex Rodriguez,156,Sep 22,5,5,1,0,0,0.31,0.358,0.56
Alex Rodriguez,157,Sep 23,4,4,1,1,0,0.31,0.357,0.563
Alex Rodriguez,158,Sep 24,5,3,0,1,0,0.31,0.358,0.562
Alex Rodriguez,159,Sep 25,4,3,0,0,0,0.31,0.359,0.561
Alex Rodriguez,160,Sep 26,4,4,0,0,0,0.309,0.358,0.559
Alex Rodriguez,161,Sep 27,2,1,0,1,0,0.31,0.36,0.56
Ronald Acuna Jr,1,Mar 30,6,6,0,1,0,0.333,0.333,0.333
Ronald Acuna Jr,2,Apr 1,5,5,1,0,0,0.273,0.273,0.545
Ronald Acuna Jr,3,Apr 2,4,2,0,0,0,0.231,0.333,0.462
Ronald Acuna Jr,4,Apr 3,5,4,1,0,1,0.353,0.45,0.76
